complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly
C1507,"Damaged road with potholes near Lane 51 in Kondhwa, dangerous for vehicles.",Kondhwa,Road Damage,2025-02-07,Illegal Parking,Medium,Pending,Nigdi,Garbage Issue,7,2024-10-24,Medium,5,Appreciate the fast response.,In Progress,0,,-285,0,No,Road Damage,Kondhwa
C1508,"Unauthorized parking near Lane 56 in Pimpri, causing congestion.",Pimpri,Illegal Parking,2025-01-28,Road Damage,Medium,In Progress,Chinchwad,Drainage Problem,8,2024-12-27,Medium,2,Not satisfied with the service.,Rejected,0,,447,0,Yes,Illegal Parking,Pimpri
C1509,"Streetlights not working near Lane 31 in Dhanori, causing night-time hazards.",Dhanori,Streetlight Issue,2025-02-02,Tree Falling,Low,In Progress,Wakad,Road Damage,6,2024-05-28,Low,1,Not satisfied with the service.,Completed,4684,2024-04-16,4879,4684,No,Streetlight Issue,Dhanori
C1510,"Frequent power cuts near Lane 6 in Balewadi, needs investigation.",Balewadi,Electricity Issue,2025-02-15,Electricity Issue,Low,Pending,Baner,Water Leakage,3,2024-07-17,Low,1,Took too long to resolve.,In Progress,0,,-486,0,Yes,Electricity Issue,Balewadi
C1511,"Damaged road with potholes near Lane 29 in Dhankawadi, dangerous for vehicles.",Dhankawadi,Road Damage,2025-02-27,Sewage Problem,High,In Progress,Aundh,Illegal Construction,17,2024-01-21,High,3,It was okay.,Completed,9013,2024-04-24,8669,9013,Yes,Road Damage,Dhankawadi
C1512,"Sewage overflow issue near Lane 63 in Bibwewadi, foul smell and waterlogging.",Bibwewadi,Sewage Problem,2025-01-25,Garbage Issue,Low,In Progress,Warje,Street Light,12,2024-10-07,Low,4,Appreciate the fast response.,Completed,5917,2025-03-21,6064,5917,No,Sewage Problem,Bibwewadi
C1513,"Sewage overflow issue near Lane 7 in Bavdhan, foul smell and waterlogging.",Bavdhan,Sewage Problem,2025-01-02,Road Damage,Medium,In Progress,Viman Nagar,Illegal Construction,6,2024-10-08,Medium,4,"Great service, very happy.",Completed,8280,2025-04-02,8040,8280,No,Sewage Problem,Bavdhan
C1514,"Damaged road with potholes near Lane 36 in Kondhwa, dangerous for vehicles.",Kondhwa,Road Damage,2025-03-01,Garbage Issue,High,Resolved,Wakad,Road Damage,12,2024-02-21,High,4,"Resolved quickly, thanks!",Completed,9088,2024-11-30,8744,9088,Yes,Road Damage,Kondhwa
C1515,"Tree fallen near Lane 52 in Shivajinagar, blocking road and footpath.",Shivajinagar,Tree Falling,2025-03-20,Streetlight Issue,Medium,In Progress,Hadapsar,Water Leakage,11,2024-07-31,Medium,4,Appreciate the fast response.,Completed,8063,2024-06-20,7609,8063,Yes,Tree Falling,Shivajinagar
C1516,"Uncollected garbage near Lane 52 in Chinchwad, causing health concerns.",Chinchwad,Garbage Issue,2025-01-26,Garbage Issue,Low,Resolved,Pimpri,Animal Nuisance,17,2024-08-05,Low,3,It was okay.,Completed,8355,2024-07-03,8178,8355,No,Garbage Issue,Chinchwad
C1517,"Water leakage from pipeline near Lane 30 in Warje, needs urgent attention.",Warje,Water Issue,2025-04-06,Illegal Parking,High,Resolved,Viman Nagar,Illegal Construction,6,2024-08-29,High,4,"Resolved quickly, thanks!",Completed,4256,2024-03-01,4599,4256,Yes,Water Issue,Warje
C1518,"Unauthorized parking near Lane 5 in Bavdhan, causing congestion.",Bavdhan,Illegal Parking,2025-02-26,Electricity Issue,Low,Pending,Viman Nagar,Sewage Overflow,16,2024-06-27,Low,4,Issue handled professionally.,Completed,4668,2024-12-27,4852,4668,No,Illegal Parking,Bavdhan
C1519,"Tree fallen near Lane 47 in Erandwane, blocking road and footpath.",Erandwane,Tree Falling,2025-01-18,Animal Nuisance,High,In Progress,Kharadi,Drainage Problem,1,2024-07-02,High,3,Took some time but resolved.,Rejected,0,,-371,0,Yes,Tree Falling,Erandwane
C1520,"Uncollected garbage near Lane 61 in Model Colony, causing health concerns.",Model Colony,Garbage Issue,2025-01-28,Streetlight Issue,High,In Progress,Vishrantwadi,Illegal Construction,9,2024-01-25,High,2,"Not bad, not great.",In Progress,0,,-90,0,No,Garbage Issue,Model Colony
C1521,"Damaged road with potholes near Lane 44 in Parvati, dangerous for vehicles.",Parvati,Road Damage,2025-02-25,Animal Nuisance,Low,Pending,Aundh,Road Damage,2,2024-10-02,Low,2,Average service.,In Progress,0,,-406,0,Yes,Road Damage,Parvati
C1522,"Sewage overflow issue near Lane 66 in Warje, foul smell and waterlogging.",Warje,Sewage Problem,2025-03-17,Garbage Issue,Low,Pending,Talegaon,Drainage Problem,11,2024-06-11,Low,2,"Not bad, not great.",Completed,1079,2024-09-20,1205,1079,No,Sewage Problem,Warje
C1523,"Unauthorized parking near Lane 20 in Wanowrie, causing congestion.",Wanowrie,Illegal Parking,2025-04-05,Tree Falling,Medium,Resolved,Karvenagar,Road Damage,17,2024-04-10,Medium,4,"Resolved quickly, thanks!",Completed,8207,2025-01-20,8461,8207,No,Illegal Parking,Wanowrie
C1524,"Water leakage from pipeline near Lane 69 in Aundh, needs urgent attention.",Aundh,Water Issue,2025-04-05,Noise Pollution,Medium,Resolved,Nigdi,Garbage Issue,10,2024-01-25,Medium,2,It was okay.,In Progress,0,,431,0,Yes,Water Issue,Aundh
C1525,"Streetlights not working near Lane 8 in Dhanori, causing night-time hazards.",Dhanori,Streetlight Issue,2025-02-06,Electricity Issue,Medium,Resolved,Aundh,Water Leakage,7,2024-01-21,Medium,3,Took some time but resolved.,In Progress,0,,-209,0,No,Streetlight Issue,Dhanori
C1526,"Water leakage from pipeline near Lane 38 in Bavdhan, needs urgent attention.",Bavdhan,Water Issue,2025-02-23,Illegal Parking,Low,Pending,Kondhwa,Tree Fall,20,2024-12-12,Low,2,"Not bad, not great.",Completed,6650,2024-06-17,6943,6650,No,Water Issue,Bavdhan
C1527,"Frequent power cuts near Lane 55 in Koregaon Park, needs investigation.",Koregaon Park,Electricity Issue,2025-03-18,Streetlight Issue,Medium,Pending,Nigdi,Illegal Construction,4,2024-07-06,Medium,5,"Resolved quickly, thanks!",Completed,5400,2025-02-23,5710,5400,Yes,Electricity Issue,Koregaon Park
C1528,"Tree fallen near Lane 66 in NIBM Road, blocking road and footpath.",NIBM Road,Tree Falling,2025-02-18,Sewage Problem,High,Resolved,Aundh,Sewage Overflow,9,2024-08-19,High,4,Very satisfied with the resolution.,Completed,4820,2024-02-28,4602,4820,No,Tree Falling,NIBM Road
C1529,"Uncollected garbage near Lane 34 in Baner, causing health concerns.",Baner,Garbage Issue,2025-02-26,Water Issue,Low,Pending,Pimpri,Tree Fall,13,2024-09-20,Low,1,Took too long to resolve.,Completed,5918,2024-03-12,5486,5918,Yes,Garbage Issue,Baner
C1530,"High noise levels from activities near Lane 19 in Swargate, disturbing peace.",Swargate,Noise Pollution,2025-02-20,Streetlight Issue,Low,Resolved,Pashan,Road Damage,3,2024-08-25,Low,1,Had to follow up multiple times.,Completed,8283,2024-07-28,8442,8283,No,Noise Pollution,Swargate
C1531,"Streetlights not working near Lane 56 in Bavdhan, causing night-time hazards.",Bavdhan,Streetlight Issue,2025-01-17,Tree Falling,High,Resolved,Bibwewadi,Tree Fall,8,2024-03-19,High,5,Appreciate the fast response.,Completed,3362,2024-05-20,2872,3362,Yes,Streetlight Issue,Bavdhan
C1532,"Unauthorized parking near Lane 19 in Camp, causing congestion.",Camp,Illegal Parking,2025-03-18,Electricity Issue,Medium,Pending,Talegaon,Noise Pollution,12,2024-02-21,Medium,4,Appreciate the fast response.,Completed,2474,2024-04-05,2227,2474,No,Illegal Parking,Camp
C1533,"High noise levels from activities near Lane 12 in Viman Nagar, disturbing peace.",Viman Nagar,Noise Pollution,2025-04-05,Electricity Issue,Low,Pending,Kharadi,Sewage Overflow,17,2024-05-12,Low,5,"Great service, very happy.",Completed,2564,2024-12-01,2905,2564,Yes,Noise Pollution,Viman Nagar
C1534,"Uncollected garbage near Lane 37 in Chinchwad, causing health concerns.",Chinchwad,Garbage Issue,2025-03-12,Noise Pollution,High,Resolved,Hadapsar,Street Light,11,2024-12-22,High,5,"Great service, very happy.",Completed,3141,2024-10-15,3512,3141,Yes,Garbage Issue,Chinchwad
C1535,"High noise levels from activities near Lane 44 in Kharadi, disturbing peace.",Kharadi,Noise Pollution,2025-01-30,Illegal Parking,Low,In Progress,Aundh,Road Damage,10,2024-10-08,Low,4,Very satisfied with the resolution.,Completed,6622,2024-03-28,6671,6622,No,Noise Pollution,Kharadi
C1536,"High noise levels from activities near Lane 66 in Thergaon, disturbing peace.",Thergaon,Noise Pollution,2025-01-21,Sewage Problem,Medium,In Progress,Lohegaon,Drainage Problem,5,2024-02-22,Medium,2,Average service.,Completed,7157,2025-02-23,6790,7157,Yes,Noise Pollution,Thergaon
C1537,"Damaged road with potholes near Lane 51 in Aundh, dangerous for vehicles.",Aundh,Road Damage,2025-03-27,Sewage Problem,High,Resolved,Fursungi,Illegal Construction,7,2024-12-24,High,3,Average service.,Completed,8943,2025-03-28,9154,8943,No,Road Damage,Aundh
C1538,"Uncollected garbage near Lane 52 in Dhankawadi, causing health concerns.",Dhankawadi,Garbage Issue,2025-02-21,Water Issue,Low,Pending,Baner,Tree Fall,15,2024-09-13,Low,5,Appreciate the fast response.,In Progress,0,,-478,0,Yes,Garbage Issue,Dhankawadi
C1539,"High noise levels from activities near Lane 23 in Warje, disturbing peace.",Warje,Noise Pollution,2025-03-21,Road Damage,High,In Progress,Karvenagar,Street Light,5,2024-04-03,High,5,Appreciate the fast response.,Completed,1107,2024-02-09,1421,1107,Yes,Noise Pollution,Warje
C1540,"Uncollected garbage near Lane 35 in Pimpri, causing health concerns.",Pimpri,Garbage Issue,2025-04-10,Animal Nuisance,High,In Progress,Balewadi,Sewage Overflow,20,2024-04-19,High,3,Neutral experience.,Escalated,0,,-155,0,No,Garbage Issue,Pimpri
C1541,"Uncollected garbage near Lane 26 in Bibwewadi, causing health concerns.",Bibwewadi,Garbage Issue,2025-02-07,Noise Pollution,High,In Progress,Chinchwad,Drainage Problem,3,2024-08-03,High,5,Issue handled professionally.,Completed,6549,2024-05-15,6350,6549,No,Garbage Issue,Bibwewadi
C1542,"Stray dogs causing fear near Lane 8 in Dhanori, especially for kids.",Dhanori,Animal Nuisance,2025-04-07,Noise Pollution,Medium,Pending,Balewadi,Garbage Issue,16,2024-01-16,Medium,3,Took some time but resolved.,Completed,8680,2025-02-19,8542,8680,No,Animal Nuisance,Dhanori
C1543,"High noise levels from activities near Lane 51 in Thergaon, disturbing peace.",Thergaon,Noise Pollution,2025-03-09,Sewage Problem,Low,Pending,Chinchwad,Street Light,4,2024-06-13,Low,2,Took some time but resolved.,Completed,3091,2024-10-04,2986,3091,No,Noise Pollution,Thergaon
C1544,"Streetlights not working near Lane 39 in Viman Nagar, causing night-time hazards.",Viman Nagar,Streetlight Issue,2025-02-06,Garbage Issue,Low,Pending,Balewadi,Sewage Overflow,13,2024-02-25,Low,2,Average service.,Completed,968,2025-01-26,685,968,No,Streetlight Issue,Viman Nagar
C1545,"Unauthorized parking near Lane 43 in Parvati, causing congestion.",Parvati,Illegal Parking,2025-01-21,Streetlight Issue,Medium,Resolved,Pashan,Drainage Problem,6,2024-12-29,Medium,4,Very satisfied with the resolution.,Completed,8226,2024-06-16,7866,8226,Yes,Illegal Parking,Parvati
C1546,"Stray dogs causing fear near Lane 30 in Camp, especially for kids.",Camp,Animal Nuisance,2025-01-30,Garbage Issue,High,Resolved,Pashan,Garbage Issue,18,2024-07-15,High,2,Very poor response.,In Progress,0,,115,0,No,Animal Nuisance,Camp
C1547,"High noise levels from activities near Lane 70 in Baner, disturbing peace.",Baner,Noise Pollution,2025-02-14,Sewage Problem,High,Pending,Kothrud,Illegal Construction,1,2024-08-10,High,4,"Great service, very happy.",Completed,4776,2024-04-15,5233,4776,Yes,Noise Pollution,Baner
C1548,"Unauthorized parking near Lane 14 in Dhanori, causing congestion.",Dhanori,Illegal Parking,2025-01-23,Electricity Issue,Medium,Pending,Erandwane,Road Damage,10,2024-11-15,Medium,5,Issue handled professionally.,Rejected,0,,-291,0,No,Illegal Parking,Dhanori
C1549,"Water leakage from pipeline near Lane 25 in Koregaon Park, needs urgent attention.",Koregaon Park,Water Issue,2025-01-14,Sewage Problem,Low,Pending,Shivajinagar,Illegal Construction,6,2024-09-26,Low,4,Appreciate the fast response.,Completed,7322,2024-08-12,7806,7322,Yes,Water Issue,Koregaon Park
C1550,"Stray dogs causing fear near Lane 51 in Erandwane, especially for kids.",Erandwane,Animal Nuisance,2025-01-01,Streetlight Issue,Low,Pending,Sinhagad Road,Noise Pollution,20,2024-01-18,Low,4,"Great service, very happy.",Completed,6767,2024-03-24,7259,6767,Yes,Animal Nuisance,Erandwane
C1551,"Streetlights not working near Lane 25 in Bavdhan, causing night-time hazards.",Bavdhan,Streetlight Issue,2025-02-26,Noise Pollution,Low,Pending,Sinhagad Road,Water Leakage,13,2024-12-13,Low,1,Issue still persists.,Completed,8395,2024-03-15,8517,8395,No,Streetlight Issue,Bavdhan
C1552,"Streetlights not working near Lane 60 in Pimpri, causing night-time hazards.",Pimpri,Streetlight Issue,2025-01-19,Noise Pollution,Medium,In Progress,Kondhwa,Tree Fall,18,2024-11-28,Medium,3,Neutral experience.,Completed,9117,2024-04-02,9232,9117,No,Streetlight Issue,Pimpri
C1553,"Unauthorized parking near Lane 70 in Kharadi, causing congestion.",Kharadi,Illegal Parking,2025-01-02,Tree Falling,Medium,In Progress,Talegaon,Drainage Problem,1,2024-07-11,Medium,4,"Resolved quickly, thanks!",In Progress,0,,327,0,Yes,Illegal Parking,Kharadi
C1554,"Sewage overflow issue near Lane 60 in Chinchwad, foul smell and waterlogging.",Chinchwad,Sewage Problem,2025-02-26,Illegal Parking,Low,In Progress,Pimpri,Street Light,9,2024-10-27,Low,5,Very satisfied with the resolution.,Completed,838,2025-04-02,1020,838,No,Sewage Problem,Chinchwad
C1555,"Unauthorized parking near Lane 54 in Chinchwad, causing congestion.",Chinchwad,Illegal Parking,2025-04-02,Illegal Parking,High,In Progress,Aundh,Road Damage,15,2024-11-26,High,4,Very satisfied with the resolution.,Rejected,0,,-41,0,No,Illegal Parking,Chinchwad
C1556,"Tree fallen near Lane 23 in NIBM Road, blocking road and footpath.",NIBM Road,Tree Falling,2025-01-11,Illegal Parking,Low,In Progress,Vishrantwadi,Road Damage,16,2024-08-31,Low,5,"Great service, very happy.",Completed,4487,2024-03-03,4342,4487,No,Tree Falling,NIBM Road
C1557,"Water leakage from pipeline near Lane 58 in Shivajinagar, needs urgent attention.",Shivajinagar,Water Issue,2025-01-16,Sewage Problem,Medium,In Progress,Wakad,Street Light,13,2024-06-07,Medium,5,Very satisfied with the resolution.,Completed,1983,2025-02-10,1806,1983,No,Water Issue,Shivajinagar
C1558,"Frequent power cuts near Lane 17 in Wanowrie, needs investigation.",Wanowrie,Electricity Issue,2025-02-08,Road Damage,Low,Pending,Karvenagar,Illegal Construction,18,2024-10-13,Low,2,Issue still persists.,Completed,3726,2024-01-11,3358,3726,Yes,Electricity Issue,Wanowrie
C1559,"Unauthorized parking near Lane 51 in Warje, causing congestion.",Warje,Illegal Parking,2025-04-10,Electricity Issue,Medium,Resolved,Erandwane,Road Damage,13,2024-07-13,Medium,4,"Resolved quickly, thanks!",Completed,9243,2024-01-29,9630,9243,Yes,Illegal Parking,Warje
C1560,"Streetlights not working near Lane 7 in Shivajinagar, causing night-time hazards.",Shivajinagar,Streetlight Issue,2025-01-29,Tree Falling,Medium,In Progress,Dhanori,Sewage Overflow,5,2024-06-25,Medium,2,Had to follow up multiple times.,Rejected,0,,304,0,Yes,Streetlight Issue,Shivajinagar
C1561,"Sewage overflow issue near Lane 18 in Erandwane, foul smell and waterlogging.",Erandwane,Sewage Problem,2025-01-24,Electricity Issue,Medium,In Progress,Talegaon,Illegal Construction,20,2024-03-28,Medium,2,Took too long to resolve.,Completed,9319,2025-03-12,9658,9319,Yes,Sewage Problem,Erandwane
C1562,"High noise levels from activities near Lane 16 in Hadapsar, disturbing peace.",Hadapsar,Noise Pollution,2025-01-20,Tree Falling,Low,In Progress,Parvati,Water Leakage,4,2024-05-04,Low,3,Average service.,Rejected,0,,-374,0,Yes,Noise Pollution,Hadapsar
C1563,"Tree fallen near Lane 38 in NIBM Road, blocking road and footpath.",NIBM Road,Tree Falling,2025-01-18,Sewage Problem,Low,Resolved,Nigdi,Illegal Construction,1,2024-09-12,Low,5,Very satisfied with the resolution.,Completed,4852,2024-07-16,4457,4852,Yes,Tree Falling,NIBM Road
C1564,"Uncollected garbage near Lane 48 in Wanowrie, causing health concerns.",Wanowrie,Garbage Issue,2025-04-10,Noise Pollution,Medium,Resolved,Dhanori,Illegal Construction,13,2024-12-20,Medium,5,Appreciate the fast response.,Completed,5759,2024-05-04,5862,5759,No,Garbage Issue,Wanowrie
C1565,"Uncollected garbage near Lane 67 in Kharadi, causing health concerns.",Kharadi,Garbage Issue,2025-01-20,Garbage Issue,High,In Progress,Sinhagad Road,Drainage Problem,10,2024-01-24,High,5,"Great service, very happy.",Completed,5669,2025-04-01,5967,5669,No,Garbage Issue,Kharadi
C1566,"Tree fallen near Lane 26 in Aundh, blocking road and footpath.",Aundh,Tree Falling,2025-03-02,Tree Falling,High,In Progress,Bibwewadi,Street Light,3,2024-10-02,High,5,"Great service, very happy.",In Progress,0,,-123,0,No,Tree Falling,Aundh
C1567,"Sewage overflow issue near Lane 11 in NIBM Road, foul smell and waterlogging.",NIBM Road,Sewage Problem,2025-02-25,Animal Nuisance,High,Pending,Talegaon,Road Damage,19,2024-06-19,High,2,Took some time but resolved.,Completed,4130,2024-04-27,4534,4130,Yes,Sewage Problem,NIBM Road
C1568,"Tree fallen near Lane 41 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2025-03-23,Noise Pollution,Low,Resolved,Pimpri,Illegal Construction,9,2024-01-09,Low,3,Neutral experience.,Completed,2346,2024-03-29,1896,2346,Yes,Tree Falling,Koregaon Park
C1569,"Uncollected garbage near Lane 46 in Deccan, causing health concerns.",Deccan,Garbage Issue,2025-01-21,Animal Nuisance,High,In Progress,Shivajinagar,Animal Nuisance,17,2024-04-15,High,1,Issue still persists.,Completed,8828,2024-10-05,8356,8828,Yes,Garbage Issue,Deccan
C1570,"Frequent power cuts near Lane 57 in Kothrud, needs investigation.",Kothrud,Electricity Issue,2025-01-16,Tree Falling,High,Pending,Chinchwad,Tree Fall,1,2024-06-18,High,2,Took some time but resolved.,Completed,8777,2024-12-01,8738,8777,No,Electricity Issue,Kothrud
C1571,"Stray dogs causing fear near Lane 69 in Erandwane, especially for kids.",Erandwane,Animal Nuisance,2025-03-05,Garbage Issue,Medium,Pending,Swargate,Tree Fall,15,2024-07-30,Medium,4,"Resolved quickly, thanks!",Escalated,0,,-205,0,No,Animal Nuisance,Erandwane
C1572,"Water leakage from pipeline near Lane 38 in Wagholi, needs urgent attention.",Wagholi,Water Issue,2025-03-18,Streetlight Issue,Medium,Resolved,Warje,Drainage Problem,16,2024-07-26,Medium,2,Not satisfied with the service.,Completed,2700,2024-12-20,2496,2700,No,Water Issue,Wagholi
C1573,"Uncollected garbage near Lane 17 in Dhankawadi, causing health concerns.",Dhankawadi,Garbage Issue,2025-02-17,Illegal Parking,Low,In Progress,Pashan,Noise Pollution,6,2024-08-16,Low,2,Neutral experience.,Completed,7386,2024-05-20,7611,7386,No,Garbage Issue,Dhankawadi
C1574,"Damaged road with potholes near Lane 8 in Model Colony, dangerous for vehicles.",Model Colony,Road Damage,2025-03-08,Water Issue,Low,In Progress,Baner,Sewage Overflow,15,2024-04-29,Low,2,Very poor response.,In Progress,0,,278,0,No,Road Damage,Model Colony
