area,department,month,total_spent,complaints_handled,avg_cost,performance
Karvenagar,Environmental Protection Department,June 2024,24430,35,698,Good
Karvenagar,Environmental Protection Department,July 2024,116229,43,2703,Good
Karvenagar,Environmental Protection Department,August 2024,12250,10,1225,Good
Karvenagar,Environmental Protection Department,September 2024,60099,23,2613,Good
Karvenagar,Environmental Protection Department,October 2024,125268,73,1716,Bad
Karvenagar,Environmental Protection Department,November 2024,114720,40,2868,Good
Karvenagar,Environmental Protection Department,December 2024,133875,63,2125,Bad
Karvenagar,Traffic and Transportation Department,January 2024,34840,65,536,Bad
Karvenagar,Traffic and Transportation Department,February 2024,217987,77,2831,Bad
Karvenagar,Traffic and Transportation Department,March 2024,149695,91,1645,Bad
Karvenagar,Traffic and Transportation Department,April 2024,141500,100,1415,Bad
Karvenagar,Traffic and Transportation Department,May 2024,70128,48,1461,Good
Karvenagar,Traffic and Transportation Department,June 2024,13472,16,842,Good
Karvenagar,Traffic and Transportation Department,July 2024,92232,63,1464,Bad
Karvenagar,Traffic and Transportation Department,August 2024,64534,41,1574,Good
Karvenagar,Traffic and Transportation Department,September 2024,19296,9,2144,Good
Karvenagar,Traffic and Transportation Department,October 2024,99723,39,2557,Good
Karvenagar,Traffic and Transportation Department,November 2024,42366,69,614,Bad
Karvenagar,Traffic and Transportation Department,December 2024,41743,19,2197,Good
Karvenagar,Environmental Protection Department,January 2024,54072,36,1502,Good
Karvenagar,Environmental Protection Department,February 2024,98550,90,1095,Bad
Karvenagar,Environmental Protection Department,March 2024,79893,27,2959,Good
Karvenagar,Environmental Protection Department,April 2024,40000,64,625,Bad
Karvenagar,Environmental Protection Department,May 2024,163843,59,2777,Bad
Karvenagar,Environmental Protection Department,June 2024,18920,8,2365,Good
Karvenagar,Environmental Protection Department,July 2024,59954,62,967,Bad
Karvenagar,Environmental Protection Department,August 2024,79800,42,1900,Good
Karvenagar,Environmental Protection Department,September 2024,154560,56,2760,Bad
Karvenagar,Environmental Protection Department,October 2024,53888,64,842,Bad
Karvenagar,Environmental Protection Department,November 2024,52200,72,725,Bad
Karvenagar,Environmental Protection Department,December 2024,96096,84,1144,Bad
Karvenagar,Urban Forestry and Landscaping Department,January 2024,47190,78,605,Bad
Karvenagar,Urban Forestry and Landscaping Department,February 2024,126592,64,1978,Bad
Karvenagar,Urban Forestry and Landscaping Department,March 2024,88688,46,1928,Good
Karvenagar,Urban Forestry and Landscaping Department,April 2024,55756,53,1052,Bad
Karvenagar,Urban Forestry and Landscaping Department,May 2024,57255,33,1735,Good
Karvenagar,Urban Forestry and Landscaping Department,June 2024,237075,87,2725,Bad
Karvenagar,Urban Forestry and Landscaping Department,July 2024,184500,90,2050,Bad
Karvenagar,Urban Forestry and Landscaping Department,August 2024,153300,100,1533,Bad
Karvenagar,Urban Forestry and Landscaping Department,September 2024,39984,48,833,Good
Karvenagar,Urban Forestry and Landscaping Department,October 2024,45504,18,2528,Good
Karvenagar,Urban Forestry and Landscaping Department,November 2024,42183,43,981,Good
Karvenagar,Urban Forestry and Landscaping Department,December 2024,231093,81,2853,Bad
Karvenagar,Animal Control and Welfare Department,January 2024,65750,25,2630,Good
Karvenagar,Animal Control and Welfare Department,February 2024,89717,73,1229,Bad
Karvenagar,Animal Control and Welfare Department,March 2024,6050,11,550,Good
Karvenagar,Animal Control and Welfare Department,April 2024,165480,56,2955,Bad
Karvenagar,Animal Control and Welfare Department,May 2024,57257,31,1847,Good
Karvenagar,Animal Control and Welfare Department,June 2024,52022,38,1369,Good
Karvenagar,Animal Control and Welfare Department,July 2024,82288,74,1112,Bad
Karvenagar,Animal Control and Welfare Department,August 2024,23408,44,532,Good
Karvenagar,Animal Control and Welfare Department,September 2024,74102,67,1106,Bad
Karvenagar,Animal Control and Welfare Department,October 2024,86363,67,1289,Bad
Karvenagar,Animal Control and Welfare Department,November 2024,43005,47,915,Good
Karvenagar,Animal Control and Welfare Department,December 2024,160170,57,2810,Bad
Karvenagar,Sewerage and Drainage Department,January 2024,122360,70,1748,Bad
Karvenagar,Sewerage and Drainage Department,February 2024,96536,44,2194,Good
Karvenagar,Sewerage and Drainage Department,March 2024,28732,22,1306,Good
Karvenagar,Sewerage and Drainage Department,April 2024,108306,99,1094,Bad
Karvenagar,Sewerage and Drainage Department,May 2024,48972,53,924,Bad
Karvenagar,Sewerage and Drainage Department,June 2024,62216,22,2828,Good
Karvenagar,Sewerage and Drainage Department,July 2024,39140,19,2060,Good
Karvenagar,Sewerage and Drainage Department,August 2024,33672,12,2806,Good
Karvenagar,Sewerage and Drainage Department,September 2024,27024,48,563,Good
Karvenagar,Sewerage and Drainage Department,October 2024,187920,72,2610,Bad
Karvenagar,Sewerage and Drainage Department,November 2024,71946,63,1142,Bad
Karvenagar,Sewerage and Drainage Department,December 2024,209420,74,2830,Bad
Kharadi,Municipal Waste Management Department,January 2024,36064,14,2576,Good
Kharadi,Municipal Waste Management Department,February 2024,81576,72,1133,Bad
Kharadi,Municipal Waste Management Department,March 2024,133200,80,1665,Bad
Kharadi,Municipal Waste Management Department,April 2024,106784,94,1136,Bad
Kharadi,Municipal Waste Management Department,May 2024,29556,36,821,Good
Kharadi,Municipal Waste Management Department,June 2024,144300,75,1924,Bad
Kharadi,Municipal Waste Management Department,July 2024,78880,32,2465,Good
Kharadi,Municipal Waste Management Department,August 2024,70518,42,1679,Good
Kharadi,Municipal Waste Management Department,September 2024,215920,80,2699,Bad
Kharadi,Municipal Waste Management Department,October 2024,8985,15,599,Good
Kharadi,Municipal Waste Management Department,November 2024,113128,79,1432,Bad
Kharadi,Municipal Waste Management Department,December 2024,19025,25,761,Good
Kharadi,Water Supply and Sanitation Department,January 2024,85536,48,1782,Good
Kharadi,Water Supply and Sanitation Department,February 2024,18972,17,1116,Good
Kharadi,Water Supply and Sanitation Department,March 2024,81936,36,2276,Good
Kharadi,Water Supply and Sanitation Department,April 2024,110968,52,2134,Bad
Kharadi,Water Supply and Sanitation Department,May 2024,114648,68,1686,Bad
Kharadi,Water Supply and Sanitation Department,June 2024,15939,9,1771,Good
Kharadi,Water Supply and Sanitation Department,July 2024,152488,56,2723,Bad
Kharadi,Water Supply and Sanitation Department,August 2024,196490,98,2005,Bad
Kharadi,Water Supply and Sanitation Department,September 2024,30828,14,2202,Good
Kharadi,Water Supply and Sanitation Department,October 2024,65858,26,2533,Good
Kharadi,Water Supply and Sanitation Department,November 2024,173325,75,2311,Bad
Kharadi,Water Supply and Sanitation Department,December 2024,41285,23,1795,Good
Kharadi,Electricity Distribution Department,January 2024,57920,20,2896,Good
Kharadi,Electricity Distribution Department,February 2024,54351,61,891,Bad
Kharadi,Electricity Distribution Department,March 2024,21630,30,721,Good
Kharadi,Electricity Distribution Department,April 2024,66608,46,1448,Good
Kharadi,Electricity Distribution Department,May 2024,167705,85,1973,Bad
Kharadi,Electricity Distribution Department,June 2024,50274,38,1323,Good
Kharadi,Electricity Distribution Department,July 2024,54032,22,2456,Good
Kharadi,Electricity Distribution Department,August 2024,116698,74,1577,Bad
Kharadi,Electricity Distribution Department,September 2024,68496,24,2854,Good
Kharadi,Electricity Distribution Department,October 2024,9006,6,1501,Good
Kharadi,Electricity Distribution Department,November 2024,55323,81,683,Bad
Kharadi,Electricity Distribution Department,December 2024,122460,60,2041,Bad
Kharadi,Public Works Department,January 2024,5522,11,502,Good
Kharadi,Public Works Department,February 2024,18488,8,2311,Good
Kharadi,Public Works Department,March 2024,161376,82,1968,Bad
Kharadi,Public Works Department,April 2024,168640,85,1984,Bad
Kharadi,Public Works Department,May 2024,47817,27,1771,Good
Kharadi,Public Works Department,June 2024,34498,47,734,Good
Kharadi,Public Works Department,July 2024,232176,84,2764,Bad
Kharadi,Public Works Department,August 2024,88040,62,1420,Bad
Kharadi,Public Works Department,September 2024,125885,85,1481,Bad
Kharadi,Public Works Department,October 2024,9955,5,1991,Good
Kharadi,Public Works Department,November 2024,297300,100,2973,Bad
Kharadi,Public Works Department,December 2024,114171,57,2003,Bad
Kharadi,Environmental Protection Department,January 2024,99072,48,2064,Good
Kharadi,Environmental Protection Department,February 2024,45333,27,1679,Good
Kharadi,Environmental Protection Department,March 2024,7176,6,1196,Good
Kharadi,Environmental Protection Department,April 2024,91755,45,2039,Good
Kharadi,Environmental Protection Department,May 2024,56524,52,1087,Bad
Kharadi,Environmental Protection Department,June 2024,69615,85,819,Bad
Kharadi,Environmental Protection Department,July 2024,125840,52,2420,Bad
Kharadi,Environmental Protection Department,August 2024,103884,66,1574,Bad
Kharadi,Environmental Protection Department,September 2024,113367,69,1643,Bad
Kharadi,Environmental Protection Department,October 2024,88638,79,1122,Bad
Kharadi,Environmental Protection Department,November 2024,9027,9,1003,Good
Kharadi,Environmental Protection Department,December 2024,142662,62,2301,Bad
Kharadi,Traffic and Transportation Department,January 2024,64560,30,2152,Good
Kharadi,Traffic and Transportation Department,February 2024,30140,22,1370,Good
Kharadi,Traffic and Transportation Department,March 2024,24810,10,2481,Good
Kharadi,Traffic and Transportation Department,April 2024,142848,96,1488,Bad
Kharadi,Traffic and Transportation Department,May 2024,142116,52,2733,Bad
Kharadi,Traffic and Transportation Department,June 2024,72819,31,2349,Good
Kharadi,Traffic and Transportation Department,July 2024,102973,89,1157,Bad
Kharadi,Traffic and Transportation Department,August 2024,202255,95,2129,Bad
Kharadi,Traffic and Transportation Department,September 2024,143200,100,1432,Bad
Kharadi,Traffic and Transportation Department,October 2024,28340,52,545,Bad
Kharadi,Traffic and Transportation Department,November 2024,154176,88,1752,Bad
Kharadi,Traffic and Transportation Department,December 2024,147735,63,2345,Bad
Kharadi,Environmental Protection Department,January 2024,15144,6,2524,Good
Kharadi,Environmental Protection Department,February 2024,27776,14,1984,Good
Kharadi,Environmental Protection Department,March 2024,155125,73,2125,Bad
Kharadi,Environmental Protection Department,April 2024,75654,54,1401,Bad
Kharadi,Environmental Protection Department,May 2024,69455,29,2395,Good
Kharadi,Environmental Protection Department,June 2024,35770,49,730,Good
Kharadi,Environmental Protection Department,July 2024,25830,18,1435,Good
Kharadi,Environmental Protection Department,August 2024,85113,49,1737,Good
Kharadi,Environmental Protection Department,September 2024,220077,99,2223,Bad
Kharadi,Environmental Protection Department,October 2024,10560,11,960,Good
Kharadi,Environmental Protection Department,November 2024,29946,21,1426,Good
Kharadi,Environmental Protection Department,December 2024,51444,18,2858,Good
Kharadi,Urban Forestry and Landscaping Department,January 2024,15348,6,2558,Good
Kharadi,Urban Forestry and Landscaping Department,February 2024,70343,91,773,Bad
Kharadi,Urban Forestry and Landscaping Department,March 2024,107166,53,2022,Bad
Kharadi,Urban Forestry and Landscaping Department,April 2024,145812,87,1676,Bad
Kharadi,Urban Forestry and Landscaping Department,May 2024,75905,95,799,Bad
Kharadi,Urban Forestry and Landscaping Department,June 2024,34104,14,2436,Good
Kharadi,Urban Forestry and Landscaping Department,July 2024,142296,84,1694,Bad
Kharadi,Urban Forestry and Landscaping Department,August 2024,41078,19,2162,Good
Kharadi,Urban Forestry and Landscaping Department,September 2024,116700,75,1556,Bad
Kharadi,Urban Forestry and Landscaping Department,October 2024,54696,43,1272,Good
Kharadi,Urban Forestry and Landscaping Department,November 2024,224796,78,2882,Bad
Kharadi,Urban Forestry and Landscaping Department,December 2024,89792,92,976,Bad
Kharadi,Animal Control and Welfare Department,January 2024,58110,26,2235,Good
Kharadi,Animal Control and Welfare Department,February 2024,162454,86,1889,Bad
Kharadi,Animal Control and Welfare Department,March 2024,89426,61,1466,Bad
Kharadi,Animal Control and Welfare Department,April 2024,15975,25,639,Good
Kharadi,Animal Control and Welfare Department,May 2024,45444,84,541,Bad
Kharadi,Animal Control and Welfare Department,June 2024,90402,78,1159,Bad
Kharadi,Animal Control and Welfare Department,July 2024,30856,14,2204,Good
Kharadi,Animal Control and Welfare Department,August 2024,86950,47,1850,Good
Kharadi,Animal Control and Welfare Department,September 2024,8372,13,644,Good
Kharadi,Animal Control and Welfare Department,October 2024,30822,11,2802,Good
Kharadi,Animal Control and Welfare Department,November 2024,41553,27,1539,Good
Kharadi,Animal Control and Welfare Department,December 2024,64130,22,2915,Good
Kharadi,Sewerage and Drainage Department,January 2024,93610,37,2530,Good
Kharadi,Sewerage and Drainage Department,February 2024,21054,33,638,Good
Kharadi,Sewerage and Drainage Department,March 2024,8435,5,1687,Good
Kharadi,Sewerage and Drainage Department,April 2024,123012,67,1836,Bad
Kharadi,Sewerage and Drainage Department,May 2024,72336,48,1507,Good
Kharadi,Sewerage and Drainage Department,June 2024,74928,42,1784,Good
Kharadi,Sewerage and Drainage Department,July 2024,137560,76,1810,Bad
